,Name,Address,twd97E,twd97N,wgs84X,wgs84Y,類別,大類別,type
1,汐止分局,新北市汐止區大同路二段459號,316607,2773488,121.660222,25.068144,警察機關,治安設施,green
2,汐止交通分隊,新北市汐止區大同路二段457號,316576,2773487,121.659915,25.068137,警察機關,治安設施,green
3,汐止派出所,新北市汐止區民生街1號,316612,2773495,121.660272,25.068207,警察機關,治安設施,green
4,東山派出所,新北市汐止區汐平路二段68號,320497,2772692,121.698738,25.060782,警察機關,治安設施,green
5,社后派出所,新北市汐止區中興路108號,313906,2772987,121.633428,25.063738,警察機關,治安設施,green
6,長安派出所,新北市汐止區大同路三段99號,317447,2774561,121.668601,25.077794,警察機關,治安設施,green
7,長青派出所,新北市汐止區長青路188巷1之1號,311082,2778230,121.605671,25.111188,警察機關,治安設施,green
8,烘內派出所,新北市汐止區汐萬路二段230號,315224,2775732,121.646621,25.088463,警察機關,治安設施,green
9,國道公路第一警察隊汐止分隊,新北市汐止區長江街254號,316934.785,2774699.191,121.66353,25.079064,警察機關,治安設施,green
10,橫科派出所,新北市汐止區民權街二段87號,312476,2771192,121.619173,25.047593,警察機關,治安設施,green
11,特搜救災救護大隊秀峰分隊,新北市汐止區忠孝東路1-1號,316287.28,2773041.88,121.657032,25.064131,消防局,治安設施,green
12,第六救災救護大隊汐止分隊,新北市汐止區大同路二段447號,316538.27,2773442.31,121.659539,25.067735,消防局,治安設施,green
13,第六救災救護大隊社后分隊,新北市汐止區福德一路236號,313959.25,2773127.91,121.633962,25.065008,消防局,治安設施,green
14,第六救災救護大隊長青分隊,新北市汐止區永春一路4號,310864.5,2778406.53,121.603522,25.11279,消防局,治安設施,green
15,第六救災救護大隊保長分隊,新北市汐止區大同路三段469號,318553.56,2773847.08,121.679534,25.071299,消防局,治安設施,green
16,第六救災救護大隊橫科分隊,新北市汐止區橫科路119號,312572.9,2771516.88,121.620148,25.050522,消防局,治安設施,green
17,新北市政府消防局第六救災救護大隊部,新北市汐止區福德一路236號6樓,313960.96,2773129.36,121.633979,25.065021,消防局,治安設施,green
18,汐止區公所,新北市汐止區新台五路一段268號,316476.12,2773007.9,121.658902,25.063816,政府機關,治安設施,green
19,財政部北區國稅局汐止稽徵所,新北市汐止區新台五路一段268號9樓,316481.93,2772995.3,121.658959,25.063702,政府機關,治安設施,green
20,新北市政府稅捐稽徵處汐止分處,新北市汐止區新台五路一段268號8樓,316479.69,2773000.06,121.658937,25.063745,政府機關,治安設施,green
21,新北市汐止戶政事務所,新北市汐止區新台五路一段268號6樓,316477.45,2773003.59,121.658915,25.063777,政府機關,治安設施,green
22,新北市汐止戶政事務所,新北市汐止區福德一路258號2樓,313891.88,2773079.63,121.633292,25.064575,政府機關,治安設施,green
23,新北市汐止地政事務所,新北市汐止區新台五路一段262號,316426.68,2772987.61,121.658411,25.063635,政府機關,治安設施,green
24,新北市汐止區衛生所,新北市汐止區新台五路一段266號,316444.82,2772991.91,121.658591,25.063673,政府機關,治安設施,green
25,新北市汐止區汐止國民小學附設幼兒園,新北市汐止區智慧里7鄰大同路二段313號,316105.97,2773350.12,121.6552499,25.06692169,公立幼兒園,醫藥設施,orange
26,新北市汐止區崇德國民小學附設幼兒園,新北市汐止區茄苳里1鄰茄苳路158號,317491.85,2773635.1,121.6690001,25.06943312,公立幼兒園,醫藥設施,orange
27,新北市汐止區長安國民小學附設幼兒園,新北市汐止區長安里11鄰長興街1段80號,317657.83,2774738.2,121.6706995,25.07938418,公立幼兒園,醫藥設施,orange
28,新北市汐止區保長國民小學附設幼兒園,新北市汐止區保安里8鄰大同路三段553號,318716.62,2773910.38,121.6811535,25.07186311,公立幼兒園,醫藥設施,orange
29,新北市汐止區北港國民小學附設幼兒園,新北市汐止區拱北里13鄰汐萬路二段279號,315067.66,2775806.45,121.6450747,25.08914177,公立幼兒園,醫藥設施,orange
30,新北市汐止區金龍國民小學附設幼兒園,新北市汐止區北峰里6鄰明峰街201號,313277.01,2773535.87,121.6272188,25.06871968,公立幼兒園,醫藥設施,orange
31,新北市汐止區白雲國民小學附設幼兒園,新北市汐止區福山里6鄰民權街二段90號,312448.95,2771206.8,121.6189055,25.04772784,公立幼兒園,醫藥設施,orange
32,新北市汐止區北峰國民小學附設幼兒園,新北市汐止區中興里32鄰環河街1號,313845.92,2772995.69,121.6328326,25.06381912,公立幼兒園,醫藥設施,orange
33,新北市汐止區樟樹國民小學附設幼兒園,新北市汐止區厚德里6鄰樟樹一路141巷2號,314737.85,2773299.99,121.6416872,25.06652831,公立幼兒園,醫藥設施,orange
34,新北市立青山國民中小學附設幼兒園,新北市汐止區自強里20鄰莊敬街33號,316270.24,2772663.18,121.656845,25.06071303,公立幼兒園,醫藥設施,orange
35,新北市汐止區秀峰國民小學附設幼兒園,新北市汐止區秀山里5鄰仁愛路90號,316744.6,2772871.88,121.6615565,25.06257625,公立幼兒園,醫藥設施,orange
36,汐止忠厚公共托育中心,新北市汐止區樟樹一路137巷26號2樓,314654.98,2773239.73,121.6408631,25.06598789,公共托育,醫藥設施,orange
37,汐止智興公共托育中心,新北市汐止區忠孝東路3號,316254.79,2773069.02,121.6567114,25.06437748,公共托育,醫藥設施,orange
38,汐止北峰公共托育中心,新北市汐止區中興路250號2樓,313509.12,2773500.62,121.6295178,25.06839177,公共托育,醫藥設施,orange
39,新北市私立向日葵幼兒園,新北市汐止區秀峰里3鄰秀峰路89號1、2樓,316594.914,2773023.259,121.66008,25.063949,私立幼兒園,醫藥設施,orange
40,新北市私立新豐幼兒園,新北市汐止區新昌里15鄰新昌路18號1樓,316793.815,2773407.106,121.66207,25.067406,私立幼兒園,醫藥設施,orange
41,新北市私立佳盈幼兒園,新北市汐止區自強里24鄰汐止市莊敬街130號2樓,316288.72,2772666.96,121.657028,25.060746,私立幼兒園,醫藥設施,orange
42,新北市私立新寶兒幼兒園,"新北市汐止區自強里2鄰新興路83-4號1樓,83-2號2樓",316378.215,2772788.986,121.657921,25.061844,私立幼兒園,醫藥設施,orange
43,新北市私立青山幼兒園,新北市汐止區自強里25鄰青山路8號1樓、2樓,316156.699,2772859.483,121.655729,25.06249,私立幼兒園,醫藥設施,orange
44,汐止公園,大同路二段451號旁,316443.0167,2773527.141,121.658599,25.068505,公園,醫藥設施,orange
45,復興公園,復興路與龍安路口,316198.0908,2773062.156,121.656149,25.064318,公園,醫藥設施,orange
46,康福公園,福德一路86巷,314300.058,2773537.032,121.637359,25.068687,公園,醫藥設施,orange
47,文化白雲公園,水源路二段,316122.5119,2772293.599,121.655363,25.057383,公園,醫藥設施,orange
48,北峰公園,中興路與明峰街口,313379.3331,2773689.684,121.62824,25.070104,公園,醫藥設施,orange
49,民權公園,民權街一段與橫科路口,312553.3083,2771477.243,121.619952,25.050165,公園,醫藥設施,orange
50,東勢公園,東勢街與芳園街口,313124.1994,2770370.186,121.625559,25.040147,公園,醫藥設施,orange
51,保長公園,保長路45巷旁,317992.8696,2774767.987,121.674022,25.079638,公園,醫藥設施,orange
52,原住民公園,樟樹二路與樟樹一路口,314699.313,2773912.989,121.641334,25.072064,公園,醫藥設施,orange
53,姜子寮公園,姜子寮路底,321689.1002,2772962.847,121.710567,25.063171,公園,醫藥設施,orange
54,新北市私立維格爾托嬰中心,新北市汐止區新興路3號3樓,316222.52,2773148.7,121.6563954,25.06509823,私立托嬰,醫藥設施,orange
55,新北市私立扶儷經典汐止托嬰中心,新北市汐止區建成路57巷7號1樓,316796.8,2773958.05,121.6621266,25.07237951,私立托嬰,醫藥設施,orange
56,新北市私立神奇小子托嬰中心,新北市汐止區建成路39號2樓之2,316881.51,2774014.23,121.662969,25.07288298,私立托嬰,醫藥設施,orange
57,新北市私立哈寶寶托嬰中心,新北市汐止區建成路56巷27號2樓,316887.8,2774068.59,121.6630339,25.07337341,私立托嬰,醫藥設施,orange
58,新北市私立明聲托嬰中心,新北市汐止區中興路89號3樓,313815.2,2773057.32,121.632531,25.06437685,私立托嬰,醫藥設施,orange
59,新北市私立宜禾托嬰中心,新北市汐止區大同路二段265-1號1樓,315900.89,2773268.77,121.6532133,25.06619626,私立托嬰,醫藥設施,orange
60,新北市私立維格爾欣悅托嬰中心,新北市汐止區福德二路215號2樓之1、2樓之2、2樓之3,313351.42,2773075.08,121.6279351,25.06455665,私立托嬰,醫藥設施,orange
61,新北市私立芝?城托嬰中心,新北市汐止區新台五路二段148號1、2樓,317010.89,2773306.36,121.6642169,25.06648675,私立托嬰,醫藥設施,orange
62,新北市私立宜禾ㄅ館托嬰中心,新北市汐止區大同路二段226號2樓,315960.23,2773172.18,121.6537968,25.06532167,私立托嬰,醫藥設施,orange
63,新北市私立鵝芽芽托嬰中心,新北市汐止區大同路二段184巷13號1樓,315964.64,2772978.05,121.6538313,25.06356896,私立托嬰,醫藥設施,orange
64,新北市私立優兒寶貝托嬰中心,新北市汐止區大同路二段240號3樓之1,315984.8,2773190.14,121.6540411,25.06548277,私立托嬰,醫藥設施,orange
65,新北市私立童之樂托嬰中心,新北市汐止區汐萬路一段17號1樓,316171.1,2773411.45,121.6558983,25.06747247,私立托嬰,醫藥設施,orange
66,敦南真愛汐止館產後護理之家,新北市汐止區大同路2段247號2樓,315923.23,2773175.16,121.65343,25.06535,產後護理之家,醫藥設施,orange
67,雙璽人文產後護理之家,新北市汐止區大同路二段240號17樓之1、17樓之2,315984.8,2773190.14,121.654041,25.065482,產後護理之家,醫藥設施,orange
68,慈心產後護理之家,新北市汐止區南陽街180巷20號3-14樓、22號及22號2-14樓,313012.61,2772352.88,121.624543,25.05805,產後護理之家,醫藥設施,orange
69,新生產後護理之家,新北市汐止區新台五路一段207號7、8樓,316253.28,2772994.27,121.656692,25.063702,產後護理之家,醫藥設施,orange
70,馨悅產後護理之家,新北市汐止區福德二路215號11樓、215號11樓之1、215號11樓之2、215號11樓之3、215號11樓之5,313351.42,2773075.08,121.627935,25.064556,產後護理之家,醫藥設施,orange
71,新北市立圖書館汐止大同分館1F,新北市汐止區大同路2段451號1樓,316537.74,2773490.29,121.659536,25.068168,wifi熱點,交通便利設施,blue
72,新北市立圖書館汐止大同分館2F-1,新北市汐止區大同路2段451號2樓,316537.74,2773490.29,121.659536,25.068168,wifi熱點,交通便利設施,blue
73,新北市立圖書館汐止大同分館2F-2,新北市汐止區大同路2段451號2樓,316537.74,2773490.29,121.659536,25.068168,wifi熱點,交通便利設施,blue
74,新北市立圖書館汐止大同分館3F,新北市汐止區大同路2段451號3樓,316537.74,2773490.29,121.659536,25.068168,wifi熱點,交通便利設施,blue
75,新北市立圖書館汐止分館-1_A,新北市汐止區新台五路1段268號5樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
76,新北市立圖書館汐止分館-1_B,新北市汐止區新台五路1段268號5樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
77,新北市立圖書館汐止分館-1_C,新北市汐止區新台五路1段268號5樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
78,新北市立圖書館汐止分館-2_A,新北市汐止區新台五路1段268號5樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
79,新北市立圖書館汐止分館-2_B,新北市汐止區新台五路1段268號5樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
80,新北市立圖書館汐止北峰圖書閱覽室-1,新北市汐止區福德一路272巷5號1樓,313732.36,2773013.96,121.631707,25.063988,wifi熱點,交通便利設施,blue
81,新北市立圖書館汐止北峰圖書閱覽室-2,新北市汐止區福德一路272巷5號1樓,313732.36,2773013.96,121.631707,25.063988,wifi熱點,交通便利設施,blue
82,新北市立圖書館汐止江北分館-1,新北市汐止區汐萬路1段81號1樓,316028.12,2773699.36,121.654495,25.070077,wifi熱點,交通便利設施,blue
83,新北市立圖書館汐止江北分館-2,新北市汐止區汐萬路1段81號1樓,316028.12,2773699.36,121.654495,25.070077,wifi熱點,交通便利設施,blue
84,新北市立圖書館汐止長安分館,新北市汐止區長興街1段50號3樓,317645.45,2774706.35,121.670575,25.079097,wifi熱點,交通便利設施,blue
85,新北市立圖書館汐止茄苳分館-1,新北市汐止區茄苳路225巷35號2樓,317798.3,2773605.33,121.672036,25.06915,wifi熱點,交通便利設施,blue
86,新北市立圖書館汐止橫科圖書閱覽室,新北市汐止區橫科路119號3樓,312572.9,2771516.83,121.620148,25.050521,wifi熱點,交通便利設施,blue
87,新北市汐止戶政事務所,新北市汐止區新台五路1段268號6樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
88,新北市汐止戶政事務所中興辦事處,新北市汐止區福德一路258號2樓,313892.39,2773077.65,121.633297,25.064557,wifi熱點,交通便利設施,blue
89,新北市汐止地政事務所,新北市汐止區新台五路1段262號3樓,316422.48,2772993.65,121.658369,25.063689,wifi熱點,交通便利設施,blue
90,新北市汐止區公所,新北市汐止區新台五路1段268號1樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
91,新北市汐止區衛生所,新北市汐止區新台五路1段266號2樓,316439.17,2772974.14,121.658534,25.063512,wifi熱點,交通便利設施,blue
92,新北市政府稅捐稽徵處汐止分處,新北市汐止區新台五路1段268號8樓,316485.13,2773012.04,121.658991,25.063852,wifi熱點,交通便利設施,blue
93,新北市汐止國民運動中心2樓,新北市汐止區汐科路321號2樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
94,新北市汐止國民運動中心3樓_A,新北市汐止區汐科路321號3樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
95,新北市汐止國民運動中心3樓_B,新北市汐止區汐科路321號3樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
96,新北市汐止國民運動中心4樓,新北市汐止區汐科路321號4樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
97,新北市汐止國民運動中心5樓,新北市汐止區汐科路321號5樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
98,新北市汐止國民運動中心6樓_A,新北市汐止區汐科路321號6樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
99,新北市汐止國民運動中心6樓_B,新北市汐止區汐科路321號6樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
100,新北市汐止國民運動中心8樓,新北市汐止區汐科路321號8樓,316289.61,2773176.48,121.657061,25.065346,wifi熱點,交通便利設施,blue
101,汐止火車站,南昌街/新昌路口(西側廣場),316861.3801,2773574.49,121.662748,25.068914,youbike,交通便利設施,blue
102,汐止區公所,新台五路一段/仁愛路口(新台五路側汐止地政事務所前機車停車場),316415.2938,2773045.931,121.658301,25.064162,youbike,交通便利設施,blue
103,國泰綜合醫院,建成路78號對面停車場,316839.6095,2774043.606,121.662555,25.07315,youbike,交通便利設施,blue
104,汐科火車站(北),大同路二段184巷/龍安路202巷(西側)(汐科火車站北站出口前),315882.4134,2773037.145,121.653019,25.064106,youbike,交通便利設施,blue
105,樟樹國小,樟樹二路/樟樹一路141巷,314604.5772,2773317.042,121.640367,25.066688,youbike,交通便利設施,blue
106,金龍國小,中興路/民族六街,313447.3971,2773545.556,121.628908,25.0688,youbike,交通便利設施,blue
107,白雲國小,民權街二段90號,312447.2582,2771190.198,121.618888,25.047578,youbike,交通便利設施,blue
108,東勢宜興活動中心,東勢街/芳園街,313001.0526,2770245.999,121.624333,25.039031,youbike,交通便利設施,blue
109,原興廣場,原興路/中興路150巷,313877.2107,2773131.29,121.633149,25.065042,youbike,交通便利設施,blue
110,文化白雲公園,水源路二段42號訖水源路二段68號,316107.0445,2772237.253,121.655207,25.056875,youbike,交通便利設施,blue
111,金龍公園,湖前街31巷2弄/湖前街31巷,313711.0719,2773621.333,121.631525,25.069473,youbike,交通便利設施,blue
112,保長公園,保長路/保長路45巷,318025.2146,2774755.409,121.674342,25.079523,youbike,交通便利設施,blue
113,東方科學園區,新台五路一段90-116號,315530.0988,2772720.418,121.649512,25.061262,youbike,交通便利設施,blue
114,連興龍安路口,連興路/龍安路28巷,316025.3704,2772914.105,121.65443,25.062989,youbike,交通便利設施,blue
115,青山國民中小學,莊敬街33號,316143.052,2772698.12,121.655586,25.061034,youbike,交通便利設施,blue
116,汐止區綜合運動場,汐科路/秀峰路,316491.4562,2773276.261,121.659067,25.066238,youbike,交通便利設施,blue
117,汐止公園,大同路二段451號,316560.8954,2773436.552,121.659763,25.067682,youbike,交通便利設施,blue
118,台灣科學園區,大同路一段237號前空地,314057.483,2772341.019,121.634899,25.0579,youbike,交通便利設施,blue
119,雍和科學園區,南陽街185號,313161.3292,2772356.559,121.626018,25.058078,youbike,交通便利設施,blue
120,五堵火車站,鄉長路一段人行道側,317272.4523,2774526.811,121.666869,25.077493,youbike,交通便利設施,blue
121,橋東里(忠孝東路),忠孝東路484號至488號前,317212.7936,2774104.37,121.666257,25.073682,youbike,交通便利設施,blue
122,北港國小,汐萬路二段279號,315155.6156,2775794.154,121.645946,25.089027,youbike,交通便利設施,blue
123,崇德橋東活動中心,茄苳路84號(崇德橋東里民活動中心前),317289.6845,2773753.607,121.667002,25.070512,youbike,交通便利設施,blue
124,南興公園,南興路62號旁(南興公園內),315837.3066,2772557.625,121.652549,25.059779,youbike,交通便利設施,blue
125,忠山市民活動中心,忠三街8號(活動中心旁籃球場空間),312997.1678,2774584.925,121.624493,25.078202,youbike,交通便利設施,blue
126,仁愛路151巷口,汐止區仁愛路153號門口(路側),316978.3166,2773121.459,121.663885,25.064819,youbike,交通便利設施,blue
127,汐科火車站(南),汐止區大同路二段182號(人行道),315235.1337,2772898.674,121.646597,25.062884,youbike,交通便利設施,blue
128,民族二街明峰街口,汐止區明峰街13號(右側路側),314062.3482,2773797.551,121.635015,25.071049,youbike,交通便利設施,blue
129,世貿國家公園社區,長江路101號(對面),316445.394,2774012.548,121.658646,25.072887,youbike,交通便利設施,blue
130,工建樟樹一路口,工建路50 號(對面路側),314673.6734,2772915.718,121.641033,25.063062,youbike,交通便利設施,blue
131,崇德國小,茄苳路183號(對面),317571.3772,2773629.386,121.669788,25.069378,youbike,交通便利設施,blue
132,蘭庭序大廈,汐萬路一段201號前,315782.4131,2773918.835,121.65207,25.07207,youbike,交通便利設施,blue
133,康寧街307巷,明峰街281號(對面),313252.2415,2773466.004,121.62697,25.06809,youbike,交通便利設施,blue
134,康福公園,福德一路86巷23號(旁),314312.1333,2773565.114,121.63748,25.06894,youbike,交通便利設施,blue
135,汐止火車站停車場,信義路1號(汐科路側人行道),316754.1543,2773467.182,121.66168,25.06795,youbike,交通便利設施,blue
136,長安橋(吉祥街12巷),吉祥街12巷2號(旁),317431.3999,2774841.852,121.66846,25.08033,youbike,交通便利設施,blue
137,汐平加油站,新北市汐止區新台五路2段652號,318959.02,2773530.29,121.683537,25.06842,加油站,交通便利設施,blue
138,淳寶加油加氣站,新北市汐止區新台五路2段236號,317617.25,2773340.84,121.670228,25.066771,加油站,交通便利設施,blue
139,北基汐科加油站,新北市汐止區新台五路1段132號,315875.49,2772781.39,121.652938,25.061797,加油站,交通便利設施,blue
140,台亞新台五一站,新北市汐止區新台五路1段115號,315711.17,2772768.23,121.651308,25.061685,加油站,交通便利設施,blue
141,東湖加油站,新北市汐止區康寧街6號,312321.24,2773376.72,121.617738,25.067322,加油站,交通便利設施,blue
142,全國東湖加油站,新北市汐止區康寧街5號,312345.04,2773396.13,121.617974,25.067496,加油站,交通便利設施,blue
143,明湖加油站,新北市汐止區康寧街536號,314040.81,2773588.41,121.634791,25.069161,加油站,交通便利設施,blue
144,伯爵加油站,新北市汐止區汐萬路1段39號,316047.99,2773578.3,121.654686,25.068984,加油站,交通便利設施,blue
145,平安加油站,新北市汐止區大同路3段575號,318907.73,2774025.47,121.683053,25.072893,加油站,交通便利設施,blue
146,全國厚生加油站,新北市汐止區大同路3段279號,318042.94,2774257.2,121.674493,25.075024,加油站,交通便利設施,blue
147,保長坑加油站,新北市汐止區大同路3段186-1號,318015.74,2774186.61,121.67422,25.074388,加油站,交通便利設施,blue
148,台亞汐止加油站,新北市汐止區大同路2段37號,315361.69,2772926.49,121.647852,25.063129,加油站,交通便利設施,blue
149,汐止加油站,新北市汐止區大同路1段353號,314525.27,2772576.02,121.639546,25.060001,加油站,交通便利設施,blue
150,四海加油站,新北市汐止區大同路1段1號,312662.08,2772051.58,121.621056,25.055345,加油站,交通便利設施,blue
151,台亞汐止好市多,新北市汐止區大同路1段154號,313807.85,2772093.18,121.632413,25.055673,加油站,交通便利設施,blue
152,四海加油加氣站,新北市汐止區大同路1段1號,312662.08,2772051.58,121.621056,25.055345,加氣站,交通便利設施,blue
153,淳寶加油加氣站,新北市汐止區新台五路2段236號,317617.25,2773340.84,121.670228,25.066771,加氣站,交通便利設施,blue
154,汐止區公所,新北市汐止區新台五路1段268號,316485.13,2773012.04,121.6589916,25.06385295,電動機車充電,交通便利設施,blue
155,康詩丹郡,新北市汐止區林森街73巷29號,312897.7,2770591.77,121.6233246,25.04215688,電動機車充電,交通便利設施,blue
156,東方大鎮公寓大廈社區,新北市汐止區大同路一段286巷23號1樓,314127.59,2772210.82,121.6355878,25.05672162,電動機車充電,交通便利設施,blue
157,高登屋社區,新北市汐止區民族三街,313529,2773680,121.629723,25.07001029,電動機車充電,交通便利設施,blue
158,國家交響樂社區,新北市汐止區仁愛路151巷18號,316940.5,2773153.35,121.6635118,25.06510855,電動機車充電,交通便利設施,blue
159,東湖麗都社區,新北市汐止區 北山里 康寧街141巷46~60~1號,312667.4,2773350.86,121.621168,25.06707488,電動機車充電,交通便利設施,blue
160,登峰天廈BC區公寓大廈,新北市汐止區大同路二段184巷2-16號,315915.16,2772995.83,121.6533417,25.06373156,電動機車充電,交通便利設施,blue
161,周石田車業有限公司,新北市汐止區大同硌二段294號,316511.8,2773488.03,121.6592789,25.0681489,電動機車充電,交通便利設施,blue
162,石田機車行,新北市汐止區大同路二段290號,316097.26,2773285.58,121.6551604,25.06633946,電動機車充電,交通便利設施,blue
163,勝川機車行,新北市汐止區大同路二段683號1樓,317080.02,2773947.73,121.6649333,25.07227378,電動機車充電,交通便利設施,blue
164,清波車業有限公司,新北市汐止區忠孝東路273號1樓,316955.12,2773513.07,121.6636742,25.06835533,電動機車充電,交通便利設施,blue
165,永湛車業有限公司,新北市汐止區福德一路278號1樓,313763.43,2772991.65,121.6320149,25.06378613,電動機車充電,交通便利設施,blue
166,郭賜美車業,新北市汐止區大同路二段669號,317069.56,2773917.41,121.6648282,25.07200054,電動機車充電,交通便利設施,blue
167,宏升機車有限公司,新北市汐止區大同路二段503號,316690.12,2773555.11,121.6610496,25.06874661,電動機車充電,交通便利設施,blue
168,祥寶車業股份有限公司,新北市汐止區康寧街356號,313379.36,2773402.77,121.6282271,25.06751377,電動機車充電,交通便利設施,blue
169,儀芳車業行,新北市汐止區連興街144號,315983.76,2772742.63,121.6540095,25.0614428,電動機車充電,交通便利設施,blue
170,家樂福汐止店,新北市汐止區新台五路一段108號B1,315442.52,2772641.36,121.6486403,25.06055209,電動機車充電,交通便利設施,blue
171,城中平面停車場,新北市汐止區建成路47號,316975.3,2774011.57,121.6638985,25.07285481,電動機車充電,交通便利設施,blue
172,汐止國民運動中心停車場,新北市汐止區汐科路321號,316289.61,2773176.48,121.6570616,25.06534611,電動機車充電,交通便利設施,blue
173,新北市汐止區茄苳路112號對面,新北市汐止區崇德平面停車場,316511.8,2773488.03,121.6592789,25.0681489,電動機車充電,交通便利設施,blue
174,汐止智興停車場,新北市汐止區忠孝東路1號,316287.26,2773041.86,121.657031,25.06413,電動汽車充電,交通便利設施,blue
175,汐止行政中心公有停車場,新北市汐止區新台五路一段268號B2,316485.13,2773012.04,121.658991,25.063852,電動汽車充電,交通便利設施,blue
176,國泰動物醫院,汐止區大同路2段284號,316084.756,2773276.112,121.655036,25.066254,動物醫院,交通便利設施,blue
177,惠明獸醫院,汐止區大同路2段434號,316513.751,2773373.122,121.659293,25.067111,動物醫院,交通便利設施,blue
178,新北動物醫院,汐止區大同路2段456號,316591.624,2773400.375,121.660066,25.067354,動物醫院,交通便利設施,blue
179,范獸醫院,汐止區大同路2段518號,316704.262,2773518.867,121.661188,25.068419,動物醫院,交通便利設施,blue
180,猩猩狐狸動物醫院,汐止區仁愛路319號,317038.634,2773430.697,121.664498,25.067608,動物醫院,交通便利設施,blue
181,宏昕動物醫院,汐止區明峰街129號之1,313587.066,2773768.861,121.630303,25.07081,動物醫院,交通便利設施,blue
182,智遇動物醫院,汐止區明峰街39號,313942.173,2773825.676,121.633825,25.071308,動物醫院,交通便利設施,blue
183,尚虹動物醫院,汐止區康寧街455號,313699.78,2773491.984,121.631407,25.068306,動物醫院,交通便利設施,blue
184,貝斯特動物醫院,汐止區新台五路2段28號,316664.977,2773158.461,121.660781,25.065167,動物醫院,交通便利設施,blue
185,眾新動物醫院,汐止區新興路4號,316205.908,2773132.649,121.65623,25.064954,動物醫院,交通便利設施,blue
186,嘉德動物醫院,汐止區福德1路206巷1號,314020.302,2773169.023,121.634569,25.065377,動物醫院,交通便利設施,blue
187,國泰醫療財團法人汐止國泰綜合醫院,新北市汐止區建成路59巷2號地下4樓至地上12樓,316691.4,2774012.12,121.6610845,25.07287234,醫院,交通便利設施,blue
188,五堵站,新北市汐止區長安里長安路17號,317340.4,2774578.32,121.667545,25.077955,火車站,交通便利設施,blue
189,汐止站,新北市汐止區信義路1號,316792.37,2773534.06,121.662062,25.068552,火車站,交通便利設施,blue
190,汐科站,新北市汐止區大同路二段182號,315242.97,2772863.16,121.646673,25.062563,火車站,交通便利設施,blue
191,市立北峰國小,新北市汐止區中興里環河街1號,313798.72,2772936.75,121.632362,25.063289,學校,交通便利設施,blue
192,市立北港國小,新北市汐止區汐萬路二段279號,315068.73,2775821.88,121.645086,25.089281,學校,交通便利設施,blue
193,市立白雲國小,新北市汐止區福山里民權街二段90號,312418.64,2771202.81,121.618605,25.047693,學校,交通便利設施,blue
194,市立汐止國小,新北市汐止區大同路二段313號,316041.59,2773356.82,121.654612,25.066985,學校,交通便利設施,blue
195,市立秀峰國小,新北市汐止區仁愛路90號,316775.59,2772880.76,121.661864,25.062655,學校,交通便利設施,blue
196,市立東山國小,新北市汐止區東山里汐平路二段76號,320612.8,2772600.66,121.699881,25.059952,學校,交通便利設施,blue
197,市立金龍國小,新北市汐止區明峰街201號,313359.66,2773558.78,121.628039,25.068923,學校,交通便利設施,blue
198,市立長安國小,新北市汐止區長安里長興街一段80號,317742.6,2774723.87,121.671539,25.079251,學校,交通便利設施,blue
199,市立保長國小,新北市汐止區大同路三段553號,318629.67,2773898.64,121.680291,25.071761,學校,交通便利設施,blue
200,市立崇德國小,新北市汐止區茄苳里茄苳路158號,317540.66,2773576.73,121.669481,25.068904,學校,交通便利設施,blue
201,市立樟樹國小,新北市汐止區樟樹一路141巷2號,314736.61,2773387.79,121.641679,25.067321,學校,交通便利設施,blue
202,市立汐止國中,新北市汐止區禮門里大同路二段394號,316413.61,2773308.78,121.658297,25.066535,學校,交通便利設施,blue
203,市立青山中小學,新北市汐止區莊敬街33號,316233.72,2772665.11,121.656483,25.060732,學校,交通便利設施,blue
204,市立樟樹實中,新北市汐止區樟樹二路135號,314485.64,2773186.77,121.639182,25.065517,學校,交通便利設施,blue
205,市立秀峰高中,新北市汐止區忠孝東路201號,316631.61,2773272.74,121.660456,25.0662,學校,交通便利設施,blue
206,私立崇義高中,新北市汐止區大同路三段68號,317484.61,2774464.83,121.668969,25.076924,學校,交通便利設施,blue
207,月河電器有限公司,新北市汐止區新台五路一段138號,315886.113,2772779.865,121.653043,25.061783,商店,交通便利設施,blue
208,永煌電器有限公司,新北市汐止區中正路136號,316607.362,2773629.876,121.660233,25.069425,商店,交通便利設施,blue
